1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18812.049),(2 52842.332),(3 154064.94),(4 238775.33),(5 305641.7),(6 391292.6),(7 479315),(8 548039.94),(9 616642.9),(10 698963.7),(11 748801.3),(12 801576),(13 860886.56),(14 909127.94),(15 957738.2),(16 1020494.56),(17 1065824.5),(18 1122645.1),(19 1192329.1),(20 1253975.1),(21 1318782.4),(22 1394245),(23 1444536),(24 1461697.4),(25 1489392.4),(26 1527271.6),(27 1572642),(28 1648674.9),(29 1674551.4),(30 1724728),(31 1783598.5),(32 1860178),(33 1966887.4),(34 2086383.4),(35 2192411.3),(36 2298915.8),(37 2389718.3),(38 2459017.3),(39 2515248.8),(40 2563300.3),(41 2588299),(42 2617510.8),(43 2655716.3),(44 2673910.8),(45 2704146.3),(46 2719748.5),(47 2721159.8),(48 2713650),(49 2696006.3),(50 2684133.3),(51 2680527.3),(52 2688214.8),(53 2763570.5),(54 2791055.5),(55 2825477.3),(56 2860287.3),(57 2924668.8),(58 3025891),(59 3125353.3),(60 3277516),(61 3470436.8),(62 3691729.3),(63 3944413.3),(64 4258251),(65 4495230),(66 4737581.5),(67 5009884.5),(68 5247468.5),(69 5501891.5),(70 5757274),(71 5982065.5),(72 6225716.5),(73 6444844.5),(74 6580032.5),(75 6763980.5),(76 6942508.5),(77 7130767.5),(78 7398614),(79 7604016.5),
(1 10962.862),(2 34887.4),(3 74075.25),(4 117174.5),(5 167634.16),(6 221329.55),(7 278710.1),(8 338759.4),(9 399074.88),(10 463291.8),(11 531667.4),(12 604870.6),(13 678470.94),(14 755712.9),(15 836811.3),(16 924138.94),(17 1011334.06),(18 1095174.4),(19 1180062.1),(20 1259408.1),(21 1330393.5),(22 1405117),(23 1476607.3),(24 1540764.1),(25 1601118.6),(26 1664053),(27 1723548.9),(28 1787947.1),(29 1843131),(30 1893353.8),(31 1942105),(32 1987561.9),(33 2027629.6),(34 2065147),(35 2104280.8),(36 2143926.5),(37 2178307),(38 2219822.3),(39 2259096),(40 2306166),(41 2342723.5),(42 2388551.8),(43 2434846),(44 2484521.8),(45 2537415),(46 2599957.3),(47 2661161.3),(48 2725585.3),(49 2788744.3),(50 2848388.3),(51 2904580.3),(52 2950952.3),(53 3008553.8),(54 3055601.8),(55 3104382.3),(56 3139023.8),(57 3177926),(58 3212492.8),(59 3242012.5),(60 3271996.5),(61 3293966),(62 3307514),(63 3319818.5),(64 3330610.5),(65 3341646.5),(66 3352758),(67 3360063),(68 3371606.3),(69 3390148.3),(70 3408187.8),(71 3421206),(72 3438830.3),(73 3455669.5),(74 3470500.3),(75 3480200.3),(76 3490874.5),(77 3494076.5),(78 3492388.3),(79 3489150),
(1 10886.31),(2 35110.953),(3 75096.26),(4 119119.9),(5 171267),(6 227661.88),(7 286358.75),(8 346630.03),(9 406708.6),(10 465536.6),(11 525488.2),(12 586708.2),(13 649528.4),(14 709023.2),(15 773133.5),(16 837478.7),(17 902048.3),(18 967445.5),(19 1032759.2),(20 1097923),(21 1154876.4),(22 1213766.6),(23 1268694.1),(24 1314169.6),(25 1358744.4),(26 1407553.1),(27 1450204),(28 1502146.6),(29 1549417),(30 1596518.4),(31 1645786.5),(32 1699787.4),(33 1752892.5),(34 1797013),(35 1844858.6),(36 1893593.1),(37 1946916),(38 1996522.5),(39 2041839.1),(40 2085265.4),(41 2132291.8),(42 2179123),(43 2230827.5),(44 2285984.3),(45 2336503.3),(46 2388653.3),(47 2441332.3),(48 2490021.8),(49 2525123.3),(50 2563068.8),(51 2599869.3),(52 2636621),(53 2691627.8),(54 2730644.3),(55 2774357.3),(56 2813449),(57 2850069.8),(58 2886335.3),(59 2916293),(60 2948381.8),(61 2973028.8),(62 2994775.8),(63 3013544.8),(64 3027069),(65 3042449.3),(66 3055774.8),(67 3070525.3),(68 3078936),(69 3093145),(70 3107146),(71 3115382.8),(72 3118742.3),(73 3120358.3),(74 3104630),(75 3089960.8),(76 3071029),(77 3045891.8),(78 3029282),(79 3007572.8),
(1 10192.677),(2 31799.11),(3 69388.13),(4 111937.64),(5 165095.52),(6 223290.92),(7 286682.53),(8 356483.9),(9 427472.25),(10 501213.53),(11 579358.06),(12 662337.5),(13 745673.1),(14 830227.4),(15 916905.44),(16 998614.25),(17 1075016.9),(18 1154573.3),(19 1226332),(20 1297366.8),(21 1363691.5),(22 1422039.4),(23 1474889.8),(24 1518767.4),(25 1555479.4),(26 1588893.3),(27 1619099.3),(28 1646748),(29 1671806.1),(30 1694153.5),(31 1716733.1),(32 1739584.8),(33 1757402.5),(34 1770985.9),(35 1784737.6),(36 1804069.8),(37 1820246.4),(38 1838975.6),(39 1854627),(40 1871089.5),(41 1892183.6),(42 1912236.8),(43 1931816.5),(44 1955379.5),(45 1974320.6),(46 1995941.8),(47 2026217.1),(48 2054132.8),(49 2085957),(50 2120370),(51 2154650),(52 2191288.3),(53 2226470),(54 2262354.3),(55 2299830),(56 2339032.8),(57 2373196),(58 2408428.8),(59 2436145),(60 2464176),(61 2483620.8),(62 2494757.5),(63 2509014),(64 2515566.8),(65 2520861.3),(66 2523115),(67 2518214.8),(68 2501669.3),(69 2488364.3),(70 2471117.8),(71 2449888.3),(72 2420886.5),(73 2396933.3),(74 2366510),(75 2339842.5),(76 2317597),(77 2302079.3),(78 2298788.5),(79 2289961.8),
(1 11285.262),(2 36014.887),(3 78048.19),(4 127723.09),(5 187172.27),(6 253616.27),(7 323593),(8 398754.13),(9 471826.4),(10 547947.4),(11 625982.6),(12 706160.56),(13 788065.6),(14 872883.6),(15 959153.25),(16 1044410.3),(17 1128543.4),(18 1215547.8),(19 1295188.5),(20 1371283.6),(21 1445933.9),(22 1513951),(23 1577237),(24 1626877.8),(25 1667701.8),(26 1705438.4),(27 1735718.8),(28 1765379.9),(29 1792064.8),(30 1817269),(31 1836780),(32 1858800.1),(33 1876729),(34 1890601.6),(35 1900758.9),(36 1911466.3),(37 1920801.6),(38 1930693.9),(39 1937081.3),(40 1948923.6),(41 1957973),(42 1962836.8),(43 1969596.8),(44 1970655.6),(45 1969326.5),(46 1966533.6),(47 1970309.8),(48 1975354.9),(49 1986980.8),(50 1997006.5),(51 2015501.1),(52 2030521),(53 2046904.8),(54 2066196.1),(55 2085839.4),(56 2105737.3),(57 2125216.5),(58 2150261.5),(59 2167036.8),(60 2184639),(61 2201647.8),(62 2218001.5),(63 2235539),(64 2254334.5),(65 2271291.5),(66 2283354.5),(67 2285454.3),(68 2283342),(69 2280860.8),(70 2273073.5),(71 2257874.5),(72 2236267.8),(73 2215946),(74 2197914.5),(75 2180827),(76 2169911),(77 2162890.8),(78 2158003.8),(79 2148801.5),
(1 11538.569),(2 37053.477),(3 78875.266),(4 126096.26),(5 179879.08),(6 238941),(7 301961.38),(8 366845),(9 431259.72),(10 497294.03),(11 562050.75),(12 626409.56),(13 689540.94),(14 752502.4),(15 811412.06),(16 865966.3),(17 914025.06),(18 961277.2),(19 1002257.1),(20 1037587.25),(21 1074653.6),(22 1101467.9),(23 1124788.4),(24 1138227.4),(25 1149156.5),(26 1163083.1),(27 1176342.8),(28 1201047.6),(29 1222694.5),(30 1247204.8),(31 1277042.9),(32 1315763.5),(33 1354148.9),(34 1400763),(35 1447588.6),(36 1496058.5),(37 1544011.9),(38 1592897.5),(39 1637100.3),(40 1684317.4),(41 1733889.5),(42 1785708.5),(43 1837004.6),(44 1890258.1),(45 1946468.5),(46 2001351.5),(47 2062806.9),(48 2122182.3),(49 2176653.5),(50 2223538.3),(51 2265067.5),(52 2296908.8),(53 2316995),(54 2337616.5),(55 2352987.3),(56 2361950.8),(57 2368098.8),(58 2373307.5),(59 2378841.8),(60 2383373.8),(61 2390260.5),(62 2397883),(63 2399174.3),(64 2395913.3),(65 2390665.8),(66 2380247.8),(67 2372469),(68 2368374.5),(69 2363431),(70 2358847),(71 2353273.3),(72 2347211.8),(73 2340719.8),(74 2340819.5),(75 2344467.3),(76 2345785.8),(77 2353765.3),(78 2360164.8),(79 2365327),
(1 10781.246),(2 34009.69),(3 73279.52),(4 117831.86),(5 170609.98),(6 229213.02),(7 291051.16),(8 355270),(9 421721.2),(10 487328.47),(11 554919.94),(12 624942.75),(13 695982.56),(14 768473.4),(15 837619.9),(16 900623.6),(17 957250.75),(18 1012273.9),(19 1059321.8),(20 1100655.4),(21 1142200.5),(22 1177477.5),(23 1209770),(24 1235655.3),(25 1258882.1),(26 1279762.1),(27 1294750.3),(28 1316636.5),(29 1334921.9),(30 1352404.4),(31 1374450),(32 1394322.5),(33 1415365.9),(34 1437228),(35 1459258.1),(36 1477182.3),(37 1494639.6),(38 1517357.1),(39 1541367.3),(40 1567120.6),(41 1601664.8),(42 1636816.3),(43 1676867.8),(44 1711766.1),(45 1750688.6),(46 1782215.9),(47 1817460.5),(48 1848857.4),(49 1877876.6),(50 1903874.1),(51 1926523.4),(52 1944708.1),(53 1962059.9),(54 1975006.4),(55 1982804.3),(56 1991227.3),(57 1997836.5),(58 1999450.3),(59 1999578),(60 2001735.3),(61 2001009.3),(62 2001612.1),(63 2001384.8),(64 1997669.6),(65 1995022.8),(66 1991687.8),(67 1989954.4),(68 1992263.6),(69 2000025.8),(70 2003894.8),(71 2006426.1),(72 2016320.5),(73 2022665.1),(74 2028767.5),(75 2034290.4),(76 2041476.8),(77 2050177.6),(78 2045989.6),(79 2043364),
(1 10455.331),(2 33190.465),(3 71104.09),(4 113092.484),(5 163635.03),(6 220010.61),(7 280061.34),(8 346094.88),(9 415103.75),(10 486893.75),(11 561947.25),(12 640655.44),(13 722185.1),(14 802491.3),(15 885503.75),(16 965262.3),(17 1038579.7),(18 1116809.8),(19 1187016.3),(20 1260418.8),(21 1327953.8),(22 1392866.8),(23 1456064.6),(24 1517482.4),(25 1580803.9),(26 1639328.5),(27 1692790.1),(28 1751243.5),(29 1807310.8),(30 1860808.9),(31 1915864.3),(32 1972040.5),(33 2029123.5),(34 2082633.1),(35 2139049),(36 2191216.5),(37 2239104),(38 2289786.8),(39 2335403.8),(40 2378185.3),(41 2417751.5),(42 2455292.5),(43 2493710.8),(44 2528785.5),(45 2567135),(46 2600739.5),(47 2634121.3),(48 2664039),(49 2697638.3),(50 2724786.5),(51 2748918),(52 2774484.8),(53 2787863.8),(54 2798645.8),(55 2811644.5),(56 2822997.3),(57 2827634.5),(58 2828077),(59 2822776.5),(60 2806947.8),(61 2787788.8),(62 2771014.8),(63 2748116.3),(64 2725880.8),(65 2700489.8),(66 2674750.5),(67 2646981.3),(68 2621368.8),(69 2600182.3),(70 2588899.5),(71 2576991.8),(72 2572080.5),(73 2575333.3),(74 2574644.5),(75 2580052.3),(76 2583363),(77 2580806.3),(78 2576961.5),(79 2572816),
(1 10719.577),(2 33701.496),(3 71119.125),(4 111519.586),(5 159222.58),(6 211074.73),(7 266757.34),(8 324886.88),(9 384626.66),(10 443670.78),(11 503904.06),(12 563049.06),(13 622628.4),(14 684650),(15 751829.94),(16 816132.4),(17 880758.7),(18 941726.7),(19 999567.25),(20 1056543.5),(21 1112952.9),(22 1164572.9),(23 1208302.9),(24 1246019.1),(25 1282658),(26 1316904.6),(27 1344514),(28 1368666),(29 1390805.9),(30 1409407.5),(31 1429938.4),(32 1452087.3),(33 1475449.1),(34 1497616.9),(35 1522590.1),(36 1542298.5),(37 1561599.5),(38 1579172.9),(39 1595453.6),(40 1609716.1),(41 1619304.3),(42 1627554.5),(43 1635152.8),(44 1642110),(45 1652150.8),(46 1659703.5),(47 1664863.3),(48 1670060.4),(49 1676976.5),(50 1677774),(51 1676528),(52 1675932.1),(53 1675419.6),(54 1670242.4),(55 1664308.8),(56 1659075.4),(57 1656657.8),(58 1649736.9),(59 1647160.5),(60 1643842.6),(61 1640824),(62 1639771.1),(63 1642256),(64 1645898.6),(65 1650387.1),(66 1662568.1),(67 1675266.6),(68 1687896.5),(69 1705882.1),(70 1722585),(71 1735859.1),(72 1749554.1),(73 1765848),(74 1775612.9),(75 1780700.9),(76 1781684.1),(77 1774775),(78 1770181.9),(79 1761996.9),
(1 11574.044),(2 36773.766),(3 80147.516),(4 127534.875),(5 184942.33),(6 249339.5),(7 318583.13),(8 391741),(9 465941.8),(10 541822.3),(11 618350.25),(12 695182.4),(13 773915),(14 853513.6),(15 934422.94),(16 1008255.3),(17 1077517.5),(18 1141314.8),(19 1200740.9),(20 1255612.4),(21 1311056.5),(22 1358410.8),(23 1394505.8),(24 1422815.9),(25 1451082),(26 1473531.3),(27 1491873),(28 1512069.9),(29 1528127),(30 1541971.8),(31 1552152.1),(32 1564546),(33 1575184.5),(34 1586396.9),(35 1596098.5),(36 1603295.4),(37 1612860.4),(38 1615306.8),(39 1611336.4),(40 1607513.3),(41 1596953.8),(42 1584038.3),(43 1570781.1),(44 1562370),(45 1557732.8),(46 1553804.3),(47 1552165.3),(48 1553699.5),(49 1556615.3),(50 1553853.6),(51 1551640),(52 1546608.4),(53 1546117.1),(54 1542449.5),(55 1538371.1),(56 1533974.5),(57 1531565.3),(58 1525087.3),(59 1518170.6),(60 1507218),(61 1500536),(62 1498428.8),(63 1500264),(64 1501106.5),(65 1496166.1),(66 1497700.5),(67 1492307.9),(68 1485203),(69 1478837.8),(70 1474749.6),(71 1465957.3),(72 1457415.6),(73 1451270.3),(74 1438992.8),(75 1429446.5),(76 1416695.6),(77 1404520),(78 1395134.8),(79 1381759.3),
(1 11513.574),(2 36590.74),(3 78313.516),(4 125005.26),(5 181487.53),(6 243210.45),(7 310372.38),(8 381405.63),(9 454058.38),(10 528261.44),(11 603825.75),(12 678330.25),(13 754610.5),(14 828173.06),(15 904821),(16 977006.5),(17 1046704.3),(18 1113066.3),(19 1173672.3),(20 1228539),(21 1278827.8),(22 1319622.6),(23 1351858.1),(24 1375963.4),(25 1395375.4),(26 1411453.1),(27 1427572.1),(28 1439102.4),(29 1448595.5),(30 1456282.5),(31 1459333.1),(32 1463499.6),(33 1462216),(34 1464132.5),(35 1463638.8),(36 1464525.4),(37 1467027.9),(38 1465463.4),(39 1461014.8),(40 1458465.8),(41 1455590.5),(42 1454005),(43 1454926.8),(44 1455914.6),(45 1458379.5),(46 1460878.8),(47 1463293.5),(48 1464845.3),(49 1463372.4),(50 1457912.3),(51 1453369.8),(52 1447771.5),(53 1436405.9),(54 1430713.5),(55 1423418.5),(56 1412980.4),(57 1407995.4),(58 1394278.8),(59 1383719.5),(60 1372856),(61 1363568.5),(62 1361124.5),(63 1360535.6),(64 1363252.5),(65 1364971.3),(66 1370259),(67 1373331.6),(68 1378021.9),(69 1385625.1),(70 1396072.4),(71 1407259.1),(72 1411658),(73 1415995.6),(74 1412370.8),(75 1410026.9),(76 1404559.4),(77 1400956.3),(78 1395198.4),(79 1394166.6),
(1 9747.034),(2 29927.66),(3 61753.06),(4 95732.71),(5 136213.55),(6 179777.86),(7 228094.58),(8 279057.2),(9 332269.84),(10 388758.7),(11 446076.44),(12 503247.78),(13 558633.9),(14 615221.9),(15 669758.75),(16 722480.8),(17 769378.4),(18 814191.3),(19 852605.9),(20 887182.6),(21 920215.06),(22 948393.8),(23 970135),(24 986038.75),(25 1003350.4),(26 1020579.7),(27 1042043.75),(28 1063616.3),(29 1080647.8),(30 1099014.6),(31 1116452.6),(32 1138605.3),(33 1156877.8),(34 1181082.9),(35 1203136.1),(36 1220222),(37 1239008.6),(38 1256077),(39 1271090.5),(40 1290786),(41 1308151.1),(42 1325865.6),(43 1338432.9),(44 1346994.4),(45 1356143.1),(46 1361069.8),(47 1359939.4),(48 1356017.1),(49 1350045.5),(50 1343032.5),(51 1333613),(52 1328652.1),(53 1321956),(54 1316584.6),(55 1310844.4),(56 1309659.6),(57 1313515.6),(58 1317230.5),(59 1320136.9),(60 1328164.8),(61 1335972.8),(62 1343131.9),(63 1349734.5),(64 1360314.3),(65 1368806.6),(66 1377738.8),(67 1384912.8),(68 1390335.1),(69 1396598.4),(70 1400846),(71 1404332.1),(72 1402506.8),(73 1401421.8),(74 1394018.4),(75 1384564.8),(76 1374021.1),(77 1366350.4),(78 1363443.6),(79 1360930.8),
(1 10071.276),(2 31429.805),(3 67014.86),(4 105157.7),(5 149387.83),(6 196762.67),(7 245738.64),(8 293746.34),(9 343299.56),(10 391426.44),(11 436546.44),(12 481331.44),(13 526655.06),(14 571889),(15 611893.06),(16 652435.56),(17 690210.75),(18 724809.5),(19 755430.9),(20 785568.2),(21 810737.8),(22 834097.25),(23 855757.06),(24 871837.8),(25 889641.3),(26 904507.25),(27 923119.6),(28 938415.56),(29 950780.75),(30 960911.75),(31 970991.3),(32 983383.44),(33 997976.7),(34 1012140),(35 1025080.1),(36 1032514.44),(37 1039516.9),(38 1048447.3),(39 1055731.8),(40 1066950.8),(41 1075031.4),(42 1089397.6),(43 1099287.6),(44 1109006.5),(45 1121793),(46 1132360.4),(47 1141522),(48 1145043.9),(49 1145963.3),(50 1145421.9),(51 1144735.5),(52 1146192.6),(53 1142082.6),(54 1143444.9),(55 1146091.9),(56 1150278.4),(57 1160368),(58 1167901.5),(59 1175242.5),(60 1185955.4),(61 1195217.9),(62 1204575.1),(63 1213528.5),(64 1221369.1),(65 1228180.4),(66 1237327.4),(67 1241758.5),(68 1247603),(69 1254226.5),(70 1257794.4),(71 1258583.1),(72 1261792.5),(73 1260939.5),(74 1259512.3),(75 1262917.5),(76 1266420),(77 1272565.5),(78 1279850),(79 1285006.5),
(1 9806.021),(2 29457.506),(3 60682.855),(4 95031.086),(5 133184.8),(6 173134.1),(7 213873.52),(8 254569.3),(9 294395.78),(10 333930.28),(11 371227.16),(12 405439.72),(13 439296.97),(14 471645.9),(15 504313.34),(16 533906.5),(17 562966.5),(18 587844.6),(19 610897.44),(20 633434.06),(21 656122.25),(22 677825.2),(23 701073.75),(24 719903.94),(25 740202.7),(26 758536.56),(27 778047.94),(28 793634.8),(29 804951.25),(30 816426.1),(31 826264.06),(32 837497.9),(33 847733.4),(34 859207.8),(35 865796.75),(36 869206.7),(37 869884.6),(38 872248.06),(39 876267.44),(40 885620.44),(41 889637.56),(42 895176.75),(43 902619.4),(44 910507.06),(45 920043),(46 933006.1),(47 946633.1),(48 958278.9),(49 969499.4),(50 983708.75),(51 994847),(52 1007987.75),(53 1014922.6),(54 1024670.5),(55 1037776.94),(56 1054778.6),(57 1074408.5),(58 1093840.9),(59 1113515.4),(60 1135114.3),(61 1157192.4),(62 1183227),(63 1207933.8),(64 1232371.1),(65 1256101.6),(66 1277638.1),(67 1296645.1),(68 1307346.3),(69 1319537.1),(70 1327640.5),(71 1334515.9),(72 1339509),(73 1342298.3),(74 1342718.1),(75 1345916.9),(76 1348599.3),(77 1349048.9),(78 1350275.9),(79 1351150.4),
(1 9435.625),(2 28585.959),(3 59328.36),(4 92658.98),(5 130946.625),(6 171416.08),(7 212560.52),(8 254844.33),(9 297333.5),(10 339752.97),(11 385194.66),(12 429479.13),(13 472811.2),(14 512181.88),(15 549343.5),(16 581494.6),(17 609547.94),(18 635358.94),(19 655868.9),(20 674968.25),(21 694941.56),(22 715169.7),(23 732422.06),(24 749987.56),(25 766514.9),(26 778896.56),(27 795755.94),(28 808425.3),(29 817824.56),(30 830590.06),(31 841178.5),(32 847605.1),(33 850752.7),(34 853759.4),(35 855541),(36 859069.44),(37 862027.3),(38 866114.7),(39 868392.25),(40 878807.8),(41 886406.75),(42 894873.7),(43 900848),(44 907338.7),(45 914402.3),(46 920583.6),(47 922046.94),(48 922866.1),(49 923940.56),(50 923914.25),(51 924369.3),(52 927357.1),(53 933360.56),(54 939067),(55 946933.9),(56 957096.6),(57 965677.25),(58 975161.6),(59 984299.1),(60 995665.75),(61 1006306.7),(62 1016087.2),(63 1027928.6),(64 1040120.8),(65 1053192.8),(66 1063071.4),(67 1070941.1),(68 1075859.4),(69 1081489.4),(70 1087646),(71 1093338.3),(72 1099194.1),(73 1105950.6),(74 1111373.6),(75 1114220.3),(76 1119225.8),(77 1124535.5),(78 1125179.1),(79 1128704.9),
(1 9399.631),(2 28831.63),(3 60177.957),(4 93138.63),(5 130968.2),(6 168846.58),(7 206695.63),(8 246118.1),(9 286210.03),(10 324987.88),(11 365640.28),(12 404514.53),(13 440329.38),(14 474864.44),(15 508416.63),(16 538366.4),(17 569946.56),(18 598948.6),(19 626694.56),(20 652216.5),(21 676952.4),(22 700473.06),(23 722654.44),(24 743525.94),(25 763180.06),(26 781845.6),(27 799491.94),(28 815399.6),(29 826573.3),(30 836240.56),(31 846103.94),(32 851995.56),(33 856156.25),(34 857225.94),(35 858914.7),(36 858048.7),(37 859064.8),(38 857215.1),(39 855090.9),(40 854943.8),(41 855664.06),(42 859481.1),(43 867460.9),(44 877927.94),(45 892803.44),(46 907743.44),(47 918679.3),(48 928098.56),(49 937087.44),(50 946625.94),(51 957609.3),(52 971831.3),(53 987809.06),(54 1002387.1),(55 1019238.75),(56 1036103.6),(57 1053120),(58 1069111.6),(59 1086882.1),(60 1102422.6),(61 1118579.4),(62 1133058),(63 1143298.9),(64 1149575.6),(65 1156359.8),(66 1160594),(67 1162561.1),(68 1163622.8),(69 1164279.4),(70 1161616.5),(71 1159718.5),(72 1151995),(73 1146478.8),(74 1141478.1),(75 1135384.9),(76 1130390.6),(77 1124551.4),(78 1114387.3),(79 1107930.3),
(1 9655.446),(2 29654.58),(3 61448.06),(4 95094.14),(5 133690.69),(6 174105.47),(7 214702.33),(8 256484.63),(9 297791.16),(10 337851.47),(11 380300.44),(12 421106.94),(13 459485.72),(14 497351.72),(15 531116.3),(16 562877.7),(17 589026),(18 612269),(19 635432.8),(20 655753.06),(21 677130.9),(22 696285.5),(23 716254.6),(24 733325.44),(25 749743.1),(26 766959.1),(27 784893.6),(28 801980.94),(29 816863.06),(30 827948.56),(31 836328),(32 844212),(33 846637.6),(34 848492.75),(35 848860),(36 846966.7),(37 846270.4),(38 847062.9),(39 846769.7),(40 847427.44),(41 848045.5),(42 846136),(43 844866.94),(44 841665.1),(45 842977.3),(46 843365.44),(47 842749.8),(48 838847.6),(49 837357.1),(50 838076.1),(51 838731.44),(52 842804.5),(53 843613.5),(54 849711.3),(55 857743.44),(56 868076),(57 881593.1),(58 892395.06),(59 902977.1),(60 913328.75),(61 922523.6),(62 933386.5),(63 941455.1),(64 950880.56),(65 962946.1),(66 975759.5),(67 986187.25),(68 994709.5),(69 1004666.5),(70 1010462.7),(71 1014512.7),(72 1013920.5),(73 1016118.7),(74 1016168.4),(75 1017715.8),(76 1019148.94),(77 1018307.44),(78 1013757.7),(79 1012051.5),
(1 9822.435),(2 30506.877),(3 64052.645),(4 97896.875),(5 137142.9),(6 177533.28),(7 218838.75),(8 260102.4),(9 300373.28),(10 337279.5),(11 373646.3),(12 408259.97),(13 441625.6),(14 471301.6),(15 498189.06),(16 520933.44),(17 538669.8),(18 553521.75),(19 567002.56),(20 579377.4),(21 590786.3),(22 602284.4),(23 612125.3),(24 617617.6),(25 622959.4),(26 627049),(27 630913),(28 636059.1),(29 639380.7),(30 640286.25),(31 640565),(32 640769.4),(33 640151),(34 640870.5),(35 639852.44),(36 635049.1),(37 631436.44),(38 628638.75),(39 628487.1),(40 627162.56),(41 624632.44),(42 621546.75),(43 619001.25),(44 620337.5),(45 624406.25),(46 628502.5),(47 634407.44),(48 637222.1),(49 641223.56),(50 646747.4),(51 650143.94),(52 654840.7),(53 654119.44),(54 658902.56),(55 662751.75),(56 668181.5),(57 673522.7),(58 675744.6),(59 677539.56),(60 676809.06),(61 680930.75),(62 687999.9),(63 698278.75),(64 707316.06),(65 710537.5),(66 713879.2),(67 718773.2),(68 723915.1),(69 735008.9),(70 745658.1),(71 756289.06),(72 766253),(73 776780.56),(74 787385.9),(75 797020.6),(76 810259.75),(77 822037.9),(78 832415.4),(79 842760.4),
