1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 227122.64),(2 619736.94),(3 1191533.9),(4 1963317.6),(5 2805551.3),(6 3590965.8),(7 4427659.5),(8 5271096.5),(9 6056567.5),(10 6864248.5),(11 7799810),(12 8643026),(13 9634541),(14 10743433),(15 11886117),(16 13140669),(17 14544432),(18 15996008),(19 17682094),(20 19360334),(21 21041500),(22 22847210),(23 24809930),(24 26664818),(25 28776890),(26 30999762),(27 33243654),(28 35698996),(29 38259108),(30 40514292),(31 43081024),(32 45605716),(33 48064460),(34 50652240),(35 53295840),(36 55571804),(37 58006420),(38 60349788),(39 62297010),(40 64172236),(41 66163700),(42 67644610),(43 69218760),(44 70741800),(45 71989080),(46 73059990),(47 74217240),(48 74894856),(49 75776540),(50 76676080),(51 77493160),(52 78352760),(53 79500470),(54 80287890),(55 81215190),(56 82166776),(57 82988536),(58 83763864),(59 84722970),(60 85310664),(61 86025430),(62 86862940),(63 87625540),(64 88321976),(65 89574070),(66 90555960),(67 91803000),(68 93247750),(69 94673090),(70 95883710),(71 97711560),(72 99247510),(73 100784936),(74 102542570),(75 104278184),(76 105661720),(77 107368184),(78 108797416),(79 110111850),
(1 177780.27),(2 661903.6),(3 1375972.8),(4 2236037.3),(5 3159643.3),(6 4081294.5),(7 4965143),(8 5787148),(9 6549559.5),(10 7259056.5),(11 7916712.5),(12 8517096),(13 9089613),(14 9634407),(15 10164843),(16 10704448),(17 11251425),(18 11803890),(19 12349003),(20 12871132),(21 13339478),(22 13728281),(23 14053526),(24 14326547),(25 14548046),(26 14753862),(27 14930129),(28 15119189),(29 15278406),(30 15404569),(31 15562801),(32 15757987),(33 15964900),(34 16137579),(35 16273803),(36 16383379),(37 16432568),(38 16431861),(39 16374259),(40 16265043),(41 16157768),(42 16040102),(43 15982440),(44 15999552),(45 16088429),(46 16264307),(47 16465642),(48 16694795),(49 16935368),(50 17182584),(51 17390096),(52 17554384),(53 17710054),(54 17830748),(55 17925510),(56 18021984),(57 18105808),(58 18175932),(59 18204066),(60 18168230),(61 18081224),(62 17986190),(63 17884816),(64 17759372),(65 17662734),(66 17534976),(67 17330538),(68 17077436),(69 16774659),(70 16432025),(71 16081416),(72 15749810),(73 15467935),(74 15226506),(75 15038439),(76 14894599),(77 14815377),(78 14796043),(79 14789305),
(1 169589.94),(2 637978.75),(3 1335222),(4 2171292.3),(5 3059446),(6 3939357.8),(7 4767260.5),(8 5533727),(9 6261223.5),(10 6941868),(11 7593269.5),(12 8221157.5),(13 8826900),(14 9413557),(15 9979993),(16 10537128),(17 11107953),(18 11681155),(19 12219432),(20 12759189),(21 13237267),(22 13661228),(23 14016336),(24 14314472),(25 14571691),(26 14777051),(27 14934821),(28 15021664),(29 15062925),(30 15063588),(31 15023627),(32 14967447),(33 14920695),(34 14880704),(35 14841224),(36 14830672),(37 14842200),(38 14855363),(39 14859756),(40 14827288),(41 14763896),(42 14675765),(43 14570043),(44 14405547),(45 14211355),(46 13972949),(47 13705869),(48 13417791),(49 13133789),(50 12881268),(51 12676363),(52 12523781),(53 12449528),(54 12457557),(55 12512721),(56 12641815),(57 12806648),(58 13010208),(59 13233616),(60 13447273),(61 13604272),(62 13689011),(63 13651317),(64 13499573),(65 13323816),(66 13098384),(67 12831564),(68 12590484),(69 12390101),(70 12220557),(71 12091693),(72 11965845),(73 11871181),(74 11802579),(75 11752280),(76 11720328),(77 11733329),(78 11732301),(79 11672716),
(1 141783.9),(2 533610.2),(3 1119784.5),(4 1822245.1),(5 2571052.3),(6 3320483.5),(7 4031180.5),(8 4678131),(9 5257576.5),(10 5771261.5),(11 6232856.5),(12 6657878.5),(13 7069319),(14 7447590.5),(15 7806647),(16 8164873),(17 8516120),(18 8857865),(19 9202232),(20 9549112),(21 9879351),(22 10193480),(23 10499403),(24 10791375),(25 11035410),(26 11251465),(27 11417352),(28 11543200),(29 11638584),(30 11681244),(31 11712745),(32 11726725),(33 11734038),(34 11713260),(35 11659932),(36 11624461),(37 11585027),(38 11577961),(39 11624794),(40 11708873),(41 11851846),(42 12031429),(43 12215310),(44 12390007),(45 12529289),(46 12588224),(47 12565574),(48 12477193),(49 12328078),(50 12136769),(51 11936586),(52 11714260),(53 11514684),(54 11372355),(55 11288095),(56 11285869),(57 11324998),(58 11359754),(59 11373242),(60 11345485),(61 11250807),(62 11109349),(63 10904000),(64 10637821),(65 10368735),(66 10100782),(67 9888383),(68 9747576),(69 9662410),(70 9615598),(71 9602613),(72 9601092),(73 9601171),(74 9602467),(75 9584339),(76 9559174),(77 9547960),(78 9521195),(79 9496278),
(1 151185.9),(2 560759.94),(3 1143596.6),(4 1820575.6),(5 2528438),(6 3211203.3),(7 3839735),(8 4389882),(9 4865528.5),(10 5281944.5),(11 5666134.5),(12 6041817),(13 6434075.5),(14 6870045.5),(15 7346013),(16 7810256.5),(17 8252559.5),(18 8676891),(19 9063265),(20 9414540),(21 9709880),(22 9965347),(23 10213719),(24 10451736),(25 10686573),(26 10937893),(27 11168712),(28 11350958),(29 11513055),(30 11627745),(31 11718959),(32 11807007),(33 11872518),(34 11938127),(35 11989563),(36 12040293),(37 12073462),(38 12111698),(39 12157364),(40 12219178),(41 12303496),(42 12439658),(43 12603567),(44 12849693),(45 13160329),(46 13432218),(47 13715032),(48 13976620),(49 14206328),(50 14407356),(51 14596654),(52 14722417),(53 14828375),(54 14934707),(55 15013334),(56 15073855),(57 15115880),(58 15139840),(59 15183135),(60 15231977),(61 15293176),(62 15352540),(63 15376284),(64 15381618),(65 15306113),(66 15125891),(67 14847676),(68 14467163),(69 14033864),(70 13593454),(71 13193850),(72 12844724),(73 12543889),(74 12288596),(75 12059031),(76 11850354),(77 11684694),(78 11554587),(79 11455313),
(1 137659.03),(2 501457.2),(3 1003455.9),(4 1568607.4),(5 2132379),(6 2653058.8),(7 3100438.8),(8 3472175),(9 3789500.5),(10 4055800.5),(11 4285690),(12 4501890),(13 4703952.5),(14 4889643.5),(15 5064579.5),(16 5250462),(17 5436060.5),(18 5604921.5),(19 5744253.5),(20 5847223.5),(21 5917845.5),(22 5954572.5),(23 5990387),(24 6029146),(25 6085128.5),(26 6144759.5),(27 6194615),(28 6213024),(29 6196650),(30 6167433.5),(31 6110451),(32 6024166.5),(33 5914283.5),(34 5786964),(35 5677232.5),(36 5620158),(37 5600310),(38 5616974),(39 5633206),(40 5639949),(41 5642864.5),(42 5640180.5),(43 5631350),(44 5622399),(45 5648682.5),(46 5700239.5),(47 5779677.5),(48 5870367.5),(49 5978047),(50 6094286),(51 6216860.5),(52 6317328),(53 6387939),(54 6441060.5),(55 6492989),(56 6562554),(57 6677417.5),(58 6867562.5),(59 7120635.5),(60 7416296.5),(61 7718374),(62 7981333.5),(63 8166918),(64 8272420.5),(65 8305733.5),(66 8280257),(67 8228118),(68 8174947),(69 8150423.5),(70 8170480.5),(71 8209715.5),(72 8268015.5),(73 8313231.5),(74 8341890.5),(75 8346924),(76 8309623),(77 8254365),(78 8197330),(79 8115631),
(1 148093.02),(2 543344.3),(3 1090166.1),(4 1694848.5),(5 2267805),(6 2767236.5),(7 3178893.8),(8 3508092.8),(9 3780079.5),(10 4013685.3),(11 4236464),(12 4462481.5),(13 4690565),(14 4912781),(15 5115735.5),(16 5301069),(17 5463128.5),(18 5595609.5),(19 5709337),(20 5814579.5),(21 5917538.5),(22 6033083.5),(23 6163709.5),(24 6296183.5),(25 6435801),(26 6551921),(27 6627411),(28 6659434),(29 6675520),(30 6680186.5),(31 6692135.5),(32 6713552),(33 6728117.5),(34 6725983),(35 6712299),(36 6697171.5),(37 6664039.5),(38 6621800.5),(39 6568743.5),(40 6511179.5),(41 6481771.5),(42 6465806),(43 6471742),(44 6486525.5),(45 6507749),(46 6542443.5),(47 6578931),(48 6625649),(49 6670281.5),(50 6716184),(51 6763858),(52 6821478),(53 6894294),(54 6977230),(55 7063830.5),(56 7155630),(57 7251071),(58 7359121),(59 7468929.5),(60 7582315),(61 7696625),(62 7792116.5),(63 7880684.5),(64 7947027),(65 7998623),(66 8062550),(67 8156779),(68 8265163),(69 8388419),(70 8485597),(71 8548421),(72 8563156),(73 8548915),(74 8530390),(75 8527635),(76 8560789),(77 8634316),(78 8709755),(79 8781918),
(1 150025.67),(2 544810.75),(3 1083894.3),(4 1678391),(5 2261581.8),(6 2808261),(7 3308825.5),(8 3758844.3),(9 4170750.5),(10 4542074),(11 4882265.5),(12 5191296),(13 5460947.5),(14 5684161.5),(15 5866825.5),(16 5999559),(17 6096086.5),(18 6151624.5),(19 6193015.5),(20 6227858.5),(21 6248783.5),(22 6275248.5),(23 6310466),(24 6326296.5),(25 6324026),(26 6283395),(27 6178467),(28 6017130.5),(29 5825356.5),(30 5622280.5),(31 5450283.5),(32 5304437.5),(33 5182474.5),(34 5082558),(35 4997481),(36 4943672.5),(37 4925694),(38 4925435),(39 4940095.5),(40 4982190),(41 5050987.5),(42 5135640.5),(43 5235931.5),(44 5347267.5),(45 5456907.5),(46 5556749),(47 5647824),(48 5738069.5),(49 5833288.5),(50 5931156.5),(51 6042166),(52 6166973.5),(53 6290602.5),(54 6418491),(55 6540771),(56 6670429),(57 6800296.5),(58 6926315.5),(59 7032017.5),(60 7130090.5),(61 7241273),(62 7348172.5),(63 7458524.5),(64 7571160.5),(65 7676780),(66 7787524),(67 7906042),(68 8010411.5),(69 8103139.5),(70 8190910.5),(71 8276967.5),(72 8389524),(73 8536406),(74 8717470),(75 8928941),(76 9125056),(77 9269450),(78 9380707),(79 9459933),
(1 133465.25),(2 478868.88),(3 948667.94),(4 1460641.4),(5 1953206),(6 2397887),(7 2780297.8),(8 3104159),(9 3375703),(10 3623120.8),(11 3863042.3),(12 4104241.5),(13 4357526),(14 4612548),(15 4846830.5),(16 5038168),(17 5177623.5),(18 5264304.5),(19 5301948.5),(20 5300946.5),(21 5268918),(22 5225953),(23 5182214.5),(24 5135220.5),(25 5076998.5),(26 4991420),(27 4873929.5),(28 4746571.5),(29 4623590),(30 4525927.5),(31 4468610),(32 4443846),(33 4446569.5),(34 4464123.5),(35 4492424),(36 4544926.5),(37 4626974.5),(38 4731166),(39 4854549.5),(40 5004022),(41 5167779.5),(42 5326682),(43 5445308),(44 5533025),(45 5579330),(46 5595333.5),(47 5605087),(48 5617308),(49 5657057.5),(50 5721964.5),(51 5820047),(52 5923472.5),(53 6013765.5),(54 6075990.5),(55 6102996.5),(56 6114382.5),(57 6124817),(58 6133210),(59 6161167.5),(60 6189410),(61 6222867.5),(62 6247630),(63 6274105),(64 6303492),(65 6349313),(66 6388556.5),(67 6424936),(68 6447245.5),(69 6469072.5),(70 6516547),(71 6607516),(72 6720433.5),(73 6836851),(74 6950265.5),(75 7051014),(76 7140379.5),(77 7227042),(78 7323604),(79 7414289.5),
(1 137563.67),(2 492578.53),(3 957820.8),(4 1435495.6),(5 1859651),(6 2196717),(7 2450136),(8 2646920.8),(9 2816079),(10 2981677.5),(11 3168024.3),(12 3358550),(13 3527216.3),(14 3651179.5),(15 3721903.3),(16 3764403.5),(17 3796782),(18 3837260),(19 3890813),(20 3957812.5),(21 4030002.3),(22 4081430),(23 4103380),(24 4100962),(25 4065826),(26 4007009.3),(27 3934205.5),(28 3869641.5),(29 3827091.3),(30 3803022.8),(31 3791760),(32 3787021.5),(33 3782607.8),(34 3775094),(35 3765342.8),(36 3780496.8),(37 3814605.5),(38 3887465.8),(39 3994024),(40 4110917.5),(41 4241691),(42 4355396.5),(43 4444669.5),(44 4528814),(45 4608466),(46 4678944),(47 4746038.5),(48 4805024),(49 4854613),(50 4879088.5),(51 4878497),(52 4850025),(53 4802749),(54 4751971),(55 4715063),(56 4700291),(57 4709141),(58 4726688.5),(59 4746250),(60 4754083),(61 4750738),(62 4742158),(63 4740573.5),(64 4740199),(65 4777564),(66 4828764),(67 4890757.5),(68 4956014.5),(69 4993633.5),(70 4997618.5),(71 4981804),(72 4937988),(73 4886053),(74 4843050),(75 4816674),(76 4800122.5),(77 4807491),(78 4839871),(79 4888459.5),
(1 125406.52),(2 447213.9),(3 871733),(4 1306026.8),(5 1687124),(6 1983262.8),(7 2189271),(8 2334829.5),(9 2457050.3),(10 2567740),(11 2687204),(12 2808983.3),(13 2905350.5),(14 2979296.5),(15 3032959.5),(16 3068806.5),(17 3082403.3),(18 3079654.5),(19 3086343.8),(20 3095028),(21 3099079.8),(22 3101214.3),(23 3104241),(24 3103690.8),(25 3090982),(26 3065754.8),(27 3033015.3),(28 3008896),(29 2997840.8),(30 2996132),(31 2999740.5),(32 3013988.5),(33 3045254.8),(34 3090366.3),(35 3147334.3),(36 3229828.3),(37 3314599.8),(38 3379037.3),(39 3416581),(40 3429189.5),(41 3435824.8),(42 3447067.3),(43 3470135.3),(44 3496072.8),(45 3517545),(46 3522298.8),(47 3502626.5),(48 3453729.8),(49 3388205.5),(50 3309729.3),(51 3234854),(52 3174855),(53 3139852.8),(54 3139183),(55 3173175),(56 3227272.5),(57 3301504),(58 3393119.3),(59 3486388),(60 3580073),(61 3681564.5),(62 3773755.8),(63 3846333.8),(64 3908660.3),(65 3968560.5),(66 4010562.5),(67 4048100),(68 4090613.5),(69 4160841.5),(70 4262545),(71 4358258.5),(72 4432115),(73 4483161.5),(74 4521000.5),(75 4527624.5),(76 4504328.5),(77 4456257),(78 4410734.5),(79 4391050),
(1 128881.77),(2 459701.34),(3 882399.7),(4 1302845),(5 1666486.3),(6 1949606.4),(7 2152337.5),(8 2288049.3),(9 2390554.5),(10 2488150),(11 2600350.3),(12 2708266),(13 2809951),(14 2908325),(15 3007361),(16 3109538.8),(17 3213141.5),(18 3338599.5),(19 3473058.3),(20 3593282.5),(21 3689970.3),(22 3754801.5),(23 3787138.8),(24 3804186),(25 3823359),(26 3849020),(27 3893210),(28 3959050.5),(29 4030740),(30 4092598.8),(31 4124423.8),(32 4130054.5),(33 4125744.5),(34 4121541.5),(35 4118763.5),(36 4134223.5),(37 4158311.8),(38 4178480.5),(39 4167332.5),(40 4126067.3),(41 4064590.3),(42 3992626.3),(43 3925079.8),(44 3869525),(45 3819574.5),(46 3791961.8),(47 3785561.3),(48 3782069.5),(49 3777303.3),(50 3758468),(51 3720531.3),(52 3687596),(53 3676121.5),(54 3684693.8),(55 3725442.8),(56 3810013.5),(57 3922757.5),(58 4041566.3),(59 4177675.5),(60 4294417),(61 4392002.5),(62 4446487),(63 4465738.5),(64 4474461.5),(65 4482877.5),(66 4498090),(67 4535441.5),(68 4596870.5),(69 4654225.5),(70 4687524),(71 4690612),(72 4690700),(73 4688948.5),(74 4693458.5),(75 4696141),(76 4702573.5),(77 4702579),(78 4702683.5),(79 4709491),
(1 120296.97),(2 419589.38),(3 792214.5),(4 1164388.5),(5 1487976.8),(6 1737304.5),(7 1906441.4),(8 2015800.3),(9 2097961.5),(10 2156108.8),(11 2213943.5),(12 2271866.3),(13 2320382.3),(14 2366589),(15 2404406.5),(16 2431658.3),(17 2460246.3),(18 2504707),(19 2559958.8),(20 2607040.5),(21 2649241.8),(22 2681004.5),(23 2710954.5),(24 2757057.5),(25 2807050.8),(26 2851370.5),(27 2882301.8),(28 2902750),(29 2913579.3),(30 2909060.8),(31 2914851.8),(32 2946821),(33 3011269),(34 3078350.8),(35 3131993),(36 3171252.5),(37 3198390),(38 3215843.5),(39 3227560.3),(40 3237027),(41 3253521),(42 3270990),(43 3289984.5),(44 3310766.8),(45 3332082.3),(46 3353223),(47 3376890),(48 3411342.8),(49 3463201.5),(50 3529171),(51 3589988),(52 3640715),(53 3672075.5),(54 3683331.5),(55 3690927.8),(56 3703908.8),(57 3726661.5),(58 3764839),(59 3811395),(60 3858515),(61 3893601),(62 3915534.3),(63 3928520),(64 3950643),(65 3985617),(66 4046888),(67 4135490.3),(68 4237849),(69 4311655),(70 4364676.5),(71 4417032.5),(72 4482933),(73 4539502.5),(74 4574419.5),(75 4602615.5),(76 4616610.5),(77 4633806),(78 4655980.5),(79 4678358),
(1 127257.92),(2 446859.88),(3 848612.75),(4 1253634.8),(5 1604881.1),(6 1874884.1),(7 2077242.8),(8 2240645.3),(9 2376860.3),(10 2488174.5),(11 2584704.3),(12 2654596.5),(13 2688160.3),(14 2706805.5),(15 2723384.5),(16 2723495.8),(17 2712466.8),(18 2706914.5),(19 2707551.5),(20 2698742.8),(21 2676409),(22 2641537.3),(23 2609037.5),(24 2590049),(25 2588798.8),(26 2610275.5),(27 2643955.8),(28 2679941.5),(29 2701688.3),(30 2706353.8),(31 2716565.3),(32 2733649),(33 2767844.8),(34 2808287.8),(35 2843174.8),(36 2869137),(37 2878406.8),(38 2893840.5),(39 2930538.3),(40 2978644.5),(41 3017653.5),(42 3041575.5),(43 3055281.8),(44 3066880),(45 3070037.5),(46 3065337.5),(47 3063016.3),(48 3072187),(49 3098594.5),(50 3137165.5),(51 3181323.3),(52 3216432.3),(53 3245524),(54 3274578.5),(55 3307446.3),(56 3338788),(57 3343611.3),(58 3354743.5),(59 3375518.3),(60 3389560.5),(61 3395774.3),(62 3406246.8),(63 3405537.8),(64 3389709.5),(65 3354008.3),(66 3307047.8),(67 3255779.8),(68 3209675.3),(69 3191644.8),(70 3202869.5),(71 3231949.5),(72 3240432.3),(73 3236403.3),(74 3240776.5),(75 3262778.8),(76 3303280.8),(77 3356124.8),(78 3407245.8),(79 3451726.3),
(1 128830.47),(2 452806.56),(3 867401.5),(4 1290029.5),(5 1660525),(6 1944227.3),(7 2151631.8),(8 2300161.3),(9 2408719),(10 2504764.8),(11 2593627),(12 2665900.5),(13 2715605.8),(14 2748852),(15 2778185.5),(16 2811665),(17 2841610),(18 2865659.8),(19 2868289),(20 2847364.8),(21 2816546.5),(22 2778622.8),(23 2746431.8),(24 2721922.3),(25 2692553.5),(26 2660584.5),(27 2631621),(28 2612705.5),(29 2596983.8),(30 2593386.3),(31 2615157),(32 2637922.5),(33 2662282.8),(34 2689388),(35 2721311.8),(36 2750591.3),(37 2778425.5),(38 2801271.3),(39 2828791),(40 2858998.3),(41 2888026.8),(42 2910501),(43 2922575.8),(44 2927023.3),(45 2917311),(46 2907691),(47 2905012.5),(48 2916612.5),(49 2944077),(50 2973500.5),(51 2994577),(52 2995902.5),(53 2986497.8),(54 2976867.8),(55 2975897.3),(56 2979553),(57 2986026.8),(58 3005518.3),(59 3031328),(60 3043240.3),(61 3032890),(62 3008063),(63 2978091.5),(64 2946846.3),(65 2924411.8),(66 2926354.3),(67 2959037.3),(68 3009196),(69 3088917),(70 3172688),(71 3228066.8),(72 3264040.3),(73 3304175.3),(74 3348970),(75 3383943.8),(76 3396802.8),(77 3390709.8),(78 3390864.8),(79 3389409),
(1 124994.71),(2 428465.72),(3 802328.25),(4 1150682.9),(5 1424535.8),(6 1609342.8),(7 1720035.4),(8 1791142.3),(9 1860684.5),(10 1929175.3),(11 1994941),(12 2055559.9),(13 2107142.8),(14 2158716.8),(15 2207916),(16 2239816),(17 2265337),(18 2273285.3),(19 2261133),(20 2249291.5),(21 2248790.5),(22 2255264),(23 2271965.8),(24 2297558.8),(25 2319014.8),(26 2331947.8),(27 2342995.5),(28 2350252.5),(29 2350335),(30 2349338.5),(31 2354767.5),(32 2359349.8),(33 2357645.8),(34 2352431),(35 2352701.8),(36 2353188.3),(37 2358946.3),(38 2367387),(39 2382041.5),(40 2408529.5),(41 2447646.5),(42 2494267.5),(43 2548775.8),(44 2600227.3),(45 2643811.5),(46 2675438.3),(47 2696851.3),(48 2709960.8),(49 2716196.5),(50 2717789.3),(51 2721902.8),(52 2721389.5),(53 2731493.8),(54 2745749.8),(55 2758260.5),(56 2770138.3),(57 2790502),(58 2806482.3),(59 2806029.8),(60 2789608),(61 2765588),(62 2736615.3),(63 2708117.8),(64 2687345.5),(65 2681214.5),(66 2691442.3),(67 2706276),(68 2714842.8),(69 2724770.8),(70 2735980.8),(71 2750293.3),(72 2774629.3),(73 2812379),(74 2847423.3),(75 2877348.3),(76 2894498.8),(77 2895674.5),(78 2876072.5),(79 2834610.8),
(1 124876),(2 418856.44),(3 755058.25),(4 1068033.3),(5 1314381.3),(6 1475996.3),(7 1571103.4),(8 1619382.5),(9 1644319),(10 1664363.4),(11 1679891.4),(12 1685815),(13 1693392),(14 1715714.5),(15 1751641),(16 1796347.3),(17 1847488.8),(18 1895947.4),(19 1933102.1),(20 1970014.6),(21 2014256.6),(22 2055238.9),(23 2090103.6),(24 2118300.5),(25 2131595),(26 2136937.5),(27 2149593.3),(28 2174334),(29 2199917),(30 2223484.5),(31 2245286.8),(32 2258533.8),(33 2270064),(34 2278980),(35 2293894.5),(36 2326323.8),(37 2379259),(38 2446082.5),(39 2509899.8),(40 2564466.8),(41 2594032.8),(42 2609616),(43 2632406.5),(44 2654454.8),(45 2670890),(46 2691281),(47 2715394.8),(48 2743666.8),(49 2769257.3),(50 2784514.3),(51 2794523.8),(52 2801067),(53 2809277.5),(54 2810376.8),(55 2805235),(56 2799804),(57 2797761),(58 2774406),(59 2737218),(60 2692090.5),(61 2652767),(62 2624993.3),(63 2618063.5),(64 2618143.3),(65 2622645),(66 2634860.5),(67 2672065),(68 2719176.8),(69 2756405.3),(70 2783325.3),(71 2817566),(72 2845194.3),(73 2846348.3),(74 2828643.5),(75 2806406.5),(76 2787826.8),(77 2779854.8),(78 2771358.5),(79 2749664.3),
(1 116520.89),(2 402153.88),(3 747538.4),(4 1064399.6),(5 1303963.3),(6 1451671.5),(7 1530245.8),(8 1567172.6),(9 1585301.8),(10 1589681.6),(11 1600003.8),(12 1612958.9),(13 1618896),(14 1629554.9),(15 1636950.8),(16 1639021.4),(17 1655799.9),(18 1682476.1),(19 1726366.9),(20 1793909.8),(21 1875984.1),(22 1954902.8),(23 2033432.8),(24 2086415.1),(25 2109700),(26 2115996.5),(27 2120913.5),(28 2123439.8),(29 2115447),(30 2103454.8),(31 2095761.8),(32 2099037.8),(33 2111422.8),(34 2121031.8),(35 2133456.8),(36 2148798.5),(37 2170829.5),(38 2215607.8),(39 2277353),(40 2326949.8),(41 2348398.5),(42 2339354.5),(43 2315640.5),(44 2292862.3),(45 2279999),(46 2286287.3),(47 2307310.5),(48 2330242.8),(49 2353840.5),(50 2370390.5),(51 2385072),(52 2395317.5),(53 2401039),(54 2397584.5),(55 2390267),(56 2403920.3),(57 2427092),(58 2452171),(59 2480061.3),(60 2497049),(61 2489778.8),(62 2460034.8),(63 2427067.8),(64 2403574),(65 2394418),(66 2409793),(67 2440375.5),(68 2470316.5),(69 2501240.3),(70 2521563.5),(71 2525230.5),(72 2508843.5),(73 2485089),(74 2469282.8),(75 2467393.5),(76 2492373.3),(77 2531954.8),(78 2579696.3),(79 2607284),
