1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10811.273),(2 37082.715),(3 82281.78),(4 139161.27),(5 206865.75),(6 280497.47),(7 368682.72),(8 482155.6),(9 593107.06),(10 734426.2),(11 894147.56),(12 1035922.3),(13 1182074.4),(14 1316230.4),(15 1453392.6),(16 1597539.4),(17 1772780),(18 1904675),(19 2053420.4),(20 2210462.3),(21 2391657.3),(22 2552675.3),(23 2726297),(24 2889684.8),(25 3065680),(26 3246967.8),(27 3462411.3),(28 3661078),(29 3882373.3),(30 4091286.8),(31 4312909.5),(32 4515002.5),(33 4741837.5),(34 4937153.5),(35 5136329.5),(36 5316718),(37 5479363),(38 5594559.5),(39 5751806),(40 5861820),(41 5960704),(42 6031711.5),(43 6112336),(44 6207081.5),(45 6329516.5),(46 6474724),(47 6605418.5),(48 6745688.5),(49 6890770.5),(50 7008940),(51 7103598.5),(52 7152731.5),(53 7183721.5),(54 7211526.5),(55 7264996),(56 7310047.5),(57 7330848),(58 7387249.5),(59 7471691.5),(60 7563330.5),(61 7664333.5),(62 7799355.5),(63 7932374),(64 8043140),(65 8132112.5),(66 8191113.5),(67 8193213.5),(68 8187681.5),(69 8139959.5),(70 8076248.5),(71 8013692),(72 7961272),(73 7939970),(74 7946488.5),(75 7981860),(76 8027061.5),(77 8064566.5),(78 8110380.5),(79 8145742.5),
(1 51807.18),(2 197182.89),(3 426976.97),(4 723476.3),(5 1069582.8),(6 1455506.4),(7 1863032.8),(8 2285647.8),(9 2715611),(10 3139970),(11 3577176.3),(12 4007138.5),(13 4433979),(14 4851020),(15 5242212),(16 5589630.5),(17 5895726.5),(18 6161103.5),(19 6396104.5),(20 6578048),(21 6705296),(22 6767792.5),(23 6783637.5),(24 6759922),(25 6712638.5),(26 6636086.5),(27 6535063),(28 6415308.5),(29 6280076.5),(30 6139454.5),(31 6006357.5),(32 5885317.5),(33 5788994),(34 5719401),(35 5684728.5),(36 5681723),(37 5712643),(38 5764870.5),(39 5830908.5),(40 5920503),(41 6019550.5),(42 6127155),(43 6237237),(44 6342462.5),(45 6433525.5),(46 6508750.5),(47 6565559.5),(48 6607364),(49 6621744.5),(50 6622128),(51 6614912),(52 6589849),(53 6548918.5),(54 6495400.5),(55 6426622.5),(56 6349177),(57 6269510.5),(58 6195052),(59 6128002),(60 6065975),(61 6007883),(62 5956646.5),(63 5910316.5),(64 5864699),(65 5822921),(66 5773699.5),(67 5736624.5),(68 5695641.5),(69 5636579),(70 5558025),(71 5478772),(72 5394903.5),(73 5313390.5),(74 5243483),(75 5204795),(76 5194206.5),(77 5222022.5),(78 5295049),(79 5424828),
(1 45731.363),(2 172387.17),(3 366313.4),(4 609904.7),(5 886199.2),(6 1182622.6),(7 1485491.9),(8 1795203.5),(9 2100937.8),(10 2401082.3),(11 2701211),(12 2994179.3),(13 3284535.3),(14 3566094.3),(15 3830264.3),(16 4066335),(17 4282529.5),(18 4464981.5),(19 4623090.5),(20 4748931.5),(21 4841158),(22 4895688),(23 4910303.5),(24 4889216.5),(25 4846308.5),(26 4778858),(27 4695337.5),(28 4600820),(29 4506222),(30 4419020.5),(31 4346656.5),(32 4297004.5),(33 4278965),(34 4287814.5),(35 4318791.5),(36 4373267),(37 4441271),(38 4501358),(39 4563798),(40 4620043.5),(41 4671143.5),(42 4724526),(43 4772460.5),(44 4827610.5),(45 4886383.5),(46 4935281),(47 4986911.5),(48 5035757.5),(49 5073824.5),(50 5100019.5),(51 5113466.5),(52 5112070.5),(53 5082130.5),(54 5027228.5),(55 4947385.5),(56 4842560),(57 4722741.5),(58 4586939.5),(59 4448258.5),(60 4301096.5),(61 4162594),(62 4032450),(63 3916525.3),(64 3814366),(65 3729037.3),(66 3655840.3),(67 3609230),(68 3572332),(69 3548390.8),(70 3530778),(71 3532554.8),(72 3543160),(73 3567183.3),(74 3614183.8),(75 3687459.3),(76 3782722),(77 3901499.3),(78 4030914.3),(79 4172655.3),
(1 50221.06),(2 189052.48),(3 401151.7),(4 665511.7),(5 957943.25),(6 1260424.1),(7 1557677.5),(8 1839251.9),(9 2099104.3),(10 2331799.8),(11 2534841.3),(12 2698062.8),(13 2835471),(14 2949115.5),(15 3038557.5),(16 3111286.5),(17 3177956.5),(18 3239823.8),(19 3302298.3),(20 3361219.3),(21 3412226.5),(22 3446968.8),(23 3458839.8),(24 3456772.3),(25 3443043.5),(26 3406881.3),(27 3346802.3),(28 3257486.8),(29 3147474.3),(30 3026897.5),(31 2904395),(32 2789849.3),(33 2691257.5),(34 2610720),(35 2559475),(36 2536474.3),(37 2544849.3),(38 2567563.3),(39 2607680.8),(40 2664603.3),(41 2729893.8),(42 2810975),(43 2903555.3),(44 2998525.5),(45 3113675.5),(46 3238556.8),(47 3390153.5),(48 3558974),(49 3741038.8),(50 3924394.3),(51 4096808.3),(52 4247542),(53 4361989),(54 4451314),(55 4517535),(56 4538020),(57 4521138.5),(58 4471901.5),(59 4397731),(60 4300153),(61 4184275.8),(62 4057421.5),(63 3928431),(64 3800873.3),(65 3681474.5),(66 3562624.8),(67 3464007.8),(68 3378476.8),(69 3308865.3),(70 3269603.5),(71 3266718.5),(72 3302887),(73 3384616),(74 3506956.5),(75 3672265),(76 3856165),(77 4047532.5),(78 4228397),(79 4377522),
(1 56578.54),(2 212262.02),(3 443861.1),(4 721255.1),(5 1009375.8),(6 1282090.5),(7 1519086.1),(8 1712644.1),(9 1866092.4),(10 1981579.4),(11 2069128),(12 2138867),(13 2208605.5),(14 2283299.3),(15 2365769.5),(16 2460256),(17 2564756.8),(18 2673956),(19 2779516.5),(20 2874475.3),(21 2956131),(22 3006677.5),(23 3028579),(24 3027339.5),(25 3013881.5),(26 2987511.8),(27 2955385.3),(28 2933540.5),(29 2921747.3),(30 2928468.8),(31 2953472),(32 2999715.8),(33 3060278),(34 3124333.8),(35 3193529),(36 3267003.5),(37 3348604.5),(38 3428148.3),(39 3513659.3),(40 3607219),(41 3706190.8),(42 3815903),(43 3931818),(44 4034540.5),(45 4118271.8),(46 4173482),(47 4213869),(48 4234144.5),(49 4234227),(50 4206738.5),(51 4158635.5),(52 4104970.5),(53 4060873),(54 4041503.8),(55 4062356.5),(56 4099874.5),(57 4149883.3),(58 4194186.5),(59 4225330),(60 4228791.5),(61 4196138),(62 4124904.3),(63 4019898),(64 3893327.3),(65 3766357),(66 3648538),(67 3545447),(68 3462031.3),(69 3391640.3),(70 3334843.3),(71 3287697.5),(72 3239944.3),(73 3198916.3),(74 3159579),(75 3144340.5),(76 3157542.8),(77 3203473.3),(78 3282279),(79 3386719),
(1 58719.406),(2 218828.44),(3 452222.25),(4 725446.75),(5 1008470.7),(6 1281440.9),(7 1534082.1),(8 1770723.3),(9 1985800),(10 2174849.3),(11 2337301.3),(12 2473414),(13 2587687.8),(14 2685166.3),(15 2764376.3),(16 2823270.5),(17 2868256.5),(18 2902316.5),(19 2930964.3),(20 2950537),(21 2974246),(22 2988155),(23 2989984),(24 2995844.8),(25 3008551.5),(26 3021353),(27 3024747.8),(28 3020421),(29 3015785.5),(30 3013038.8),(31 3012430.3),(32 3024084.8),(33 3053748.8),(34 3096409.5),(35 3157834),(36 3240545),(37 3342696.5),(38 3446041.5),(39 3555630),(40 3657513.8),(41 3761437),(42 3862322.8),(43 3956798),(44 4029753.5),(45 4072093),(46 4060297),(47 4000344.3),(48 3889082.8),(49 3727283),(50 3523470.8),(51 3300537.5),(52 3085436.8),(53 2905088),(54 2773613.3),(55 2695375),(56 2679175.8),(57 2715065.3),(58 2776127),(59 2839706.8),(60 2877891.3),(61 2878617.5),(62 2841011),(63 2761531.8),(64 2656694),(65 2548416.3),(66 2456261.3),(67 2399139.3),(68 2377504.5),(69 2393558.3),(70 2442654),(71 2511773.8),(72 2584593),(73 2659789.8),(74 2722593.3),(75 2784373.3),(76 2836524.8),(77 2889092.8),(78 2942669),(79 2994041.5),
(1 51196.965),(2 188429.44),(3 385377.97),(4 610571.7),(5 840774.8),(6 1066910.8),(7 1278962.4),(8 1480312.4),(9 1667153.9),(10 1837729.4),(11 1995198),(12 2136324.3),(13 2270682.8),(14 2398481.5),(15 2516912),(16 2621568),(17 2702822.5),(18 2758039),(19 2792160),(20 2806725),(21 2811986.5),(22 2807975),(23 2796426.5),(24 2782255),(25 2775207.5),(26 2767730.8),(27 2762350.5),(28 2752875.3),(29 2737160),(30 2719420.3),(31 2696471.5),(32 2670347.5),(33 2642306.8),(34 2611141.8),(35 2581764.8),(36 2557485),(37 2542225),(38 2537611.5),(39 2551289),(40 2587148.3),(41 2641650.3),(42 2709948.8),(43 2794895.8),(44 2874724.8),(45 2943911.5),(46 2992313.3),(47 3013989.5),(48 3002612.3),(49 2954707),(50 2875875.8),(51 2780086.5),(52 2676528.8),(53 2577606.5),(54 2488524.3),(55 2419233),(56 2379713),(57 2379720),(58 2412193),(59 2466984.3),(60 2527192.8),(61 2581296.3),(62 2613493.8),(63 2619387.8),(64 2603513.5),(65 2571570.8),(66 2525897.8),(67 2486029.3),(68 2455666.3),(69 2434810.3),(70 2425190.8),(71 2425523.8),(72 2430721.8),(73 2431238.5),(74 2421217),(75 2417430.8),(76 2415870.3),(77 2434940.3),(78 2479254.5),(79 2543364.5),
(1 54966.207),(2 209252.9),(3 444319.03),(4 735311.8),(5 1052660.3),(6 1372903),(7 1669198.8),(8 1929553.8),(9 2150705.8),(10 2334233.8),(11 2495184.3),(12 2625736.8),(13 2729096.3),(14 2804198.8),(15 2851349.3),(16 2871471.5),(17 2865874),(18 2843160.3),(19 2809537.3),(20 2761654.5),(21 2717052.3),(22 2679255.8),(23 2653134.5),(24 2638828.3),(25 2632881),(26 2624992),(27 2616261.3),(28 2598181.3),(29 2574835.5),(30 2545513),(31 2510097.8),(32 2473289.8),(33 2444323),(34 2427037.5),(35 2434724.8),(36 2465028.3),(37 2511704.3),(38 2566459),(39 2619128.5),(40 2664188.5),(41 2691778.5),(42 2692128.8),(43 2668218.8),(44 2609605.3),(45 2519209),(46 2404565.8),(47 2278053.8),(48 2161876.8),(49 2056495.8),(50 1968013.5),(51 1903993.8),(52 1857639.6),(53 1837242.5),(54 1841133.9),(55 1879854.4),(56 1950353.1),(57 2052354.1),(58 2179615.3),(59 2306187),(60 2412836.3),(61 2481470.8),(62 2499982.8),(63 2464608.8),(64 2386193),(65 2290780.8),(66 2190928.8),(67 2107506.8),(68 2047993.5),(69 2007595.4),(70 1983638.5),(71 1973210.3),(72 1973674.9),(73 1986371.1),(74 2006907.8),(75 2051150.1),(76 2116320.8),(77 2209033.3),(78 2324377),(79 2452498.5),
(1 58576.387),(2 216992.48),(3 449570.1),(4 726511.9),(5 1016906.94),(6 1302954.9),(7 1569390),(8 1800090.1),(9 1988303.4),(10 2134381.3),(11 2248784.5),(12 2334327.3),(13 2402166),(14 2460668.3),(15 2505620.5),(16 2537992.5),(17 2557667),(18 2569229.3),(19 2574676.8),(20 2575839.5),(21 2578031.5),(22 2585512.8),(23 2596863.5),(24 2614283.5),(25 2637036.5),(26 2658967),(27 2680618.3),(28 2695962.8),(29 2702130),(30 2693040.3),(31 2668482),(32 2628268),(33 2580125),(34 2520442.3),(35 2454597.3),(36 2389553.5),(37 2333081.3),(38 2282886.8),(39 2243855.5),(40 2210917.3),(41 2175700),(42 2131977.3),(43 2088047.5),(44 2040700.6),(45 1995803.9),(46 1959834.9),(47 1935959.1),(48 1924773.6),(49 1927790),(50 1933730),(51 1937033.9),(52 1932968.5),(53 1920625.3),(54 1914125.6),(55 1923599.1),(56 1963555.1),(57 2048475.1),(58 2173630.5),(59 2325674.8),(60 2474741.8),(61 2603994.5),(62 2685167),(63 2702934.3),(64 2661335.3),(65 2578050),(66 2477018.8),(67 2383376.5),(68 2312801.5),(69 2276492.8),(70 2275328.5),(71 2299579.3),(72 2337408),(73 2377931.3),(74 2416402),(75 2454615.8),(76 2499517),(77 2554164.8),(78 2615012),(79 2674220),
(1 54080.715),(2 195596.75),(3 389771.84),(4 603090),(5 809528.25),(6 997865.1),(7 1165582.9),(8 1313982),(9 1452277.4),(10 1592397.3),(11 1732380.8),(12 1876059.5),(13 2019318.3),(14 2152870),(15 2266573),(16 2351278.3),(17 2408743.5),(18 2443490.8),(19 2465947.5),(20 2474530.3),(21 2478345),(22 2474117.8),(23 2465260),(24 2444437),(25 2418192.3),(26 2382728),(27 2342283.5),(28 2295403),(29 2254565.5),(30 2217420.3),(31 2190683),(32 2178681.5),(33 2183806),(34 2205879.3),(35 2241059),(36 2284945),(37 2326057.5),(38 2346556),(39 2352202.8),(40 2340440.5),(41 2306781.5),(42 2254340),(43 2192460.3),(44 2122976.5),(45 2053549.3),(46 1988181.8),(47 1934902.8),(48 1899986.4),(49 1884659.5),(50 1883418.6),(51 1894779),(52 1912122.8),(53 1927462),(54 1939733.8),(55 1945539.3),(56 1953931.8),(57 1975769.4),(58 2019969.6),(59 2088601.5),(60 2168152),(61 2249010.5),(62 2312366),(63 2341824.5),(64 2331344.5),(65 2287269.5),(66 2220005.5),(67 2153381.5),(68 2105744.5),(69 2079935.8),(70 2082823.8),(71 2104783.5),(72 2132261.8),(73 2142244),(74 2138538.5),(75 2128040.5),(76 2138463.5),(77 2185659),(78 2282838.8),(79 2417975),
(1 47280.316),(2 170515.03),(3 345710.1),(4 549408.2),(5 762282.4),(6 974903.8),(7 1176053.8),(8 1358367.1),(9 1510243.3),(10 1638943.6),(11 1736063.6),(12 1815821.9),(13 1878574.9),(14 1914302.8),(15 1930067.6),(16 1932873.1),(17 1929424.4),(18 1926789.3),(19 1931279.1),(20 1941405.4),(21 1954278),(22 1966211.5),(23 1976336.4),(24 1980377.5),(25 1977059.5),(26 1960832),(27 1934901.9),(28 1901877.6),(29 1861051.6),(30 1819616.4),(31 1786356.8),(32 1768462.6),(33 1773174),(34 1791763.9),(35 1820076.1),(36 1846657.5),(37 1861359.1),(38 1855837),(39 1833921.3),(40 1802724.1),(41 1768660.8),(42 1741661.3),(43 1734029.1),(44 1740644.8),(45 1757557.9),(46 1777362.4),(47 1795966.5),(48 1809034.3),(49 1813368),(50 1809218.1),(51 1804272.8),(52 1800597.1),(53 1797643),(54 1792771.5),(55 1782407.8),(56 1764029.8),(57 1748811.9),(58 1741494.6),(59 1746572.8),(60 1771795.8),(61 1813927.8),(62 1876413),(63 1947971.5),(64 2010601.5),(65 2058033.8),(66 2075580.8),(67 2062557.4),(68 2033219.5),(69 1994942.3),(70 1963101),(71 1944635.6),(72 1939594.4),(73 1951442.8),(74 1982440.4),(75 2042701.4),(76 2131054.8),(77 2245654.3),(78 2374389.5),(79 2493178.3),
(1 38546.56),(2 139336.42),(3 280702.5),(4 441331.03),(5 606387.44),(6 772027.7),(7 937931.4),(8 1098002.4),(9 1235316.8),(10 1349087.4),(11 1441626.5),(12 1513120.5),(13 1566081.5),(14 1601740.8),(15 1626166),(16 1641389.5),(17 1648520.3),(18 1652218.9),(19 1657798.4),(20 1668199.4),(21 1684962),(22 1704269.3),(23 1728457.1),(24 1757101.3),(25 1787602.5),(26 1811924.9),(27 1833613),(28 1846342.3),(29 1854976.1),(30 1865535.1),(31 1885782),(32 1916056.1),(33 1955730.8),(34 1997286.4),(35 2038458.5),(36 2073179.4),(37 2097339.5),(38 2098762.8),(39 2079140.4),(40 2045848.6),(41 2008457.9),(42 1976345.6),(43 1960988.4),(44 1957323),(45 1956903.5),(46 1956818),(47 1949998.1),(48 1945006.4),(49 1944662.6),(50 1954598.9),(51 1976243.9),(52 2002221.5),(53 2022052.8),(54 2034893),(55 2027275),(56 1993928.3),(57 1945931),(58 1894366.4),(59 1858966.3),(60 1846858.6),(61 1866620.4),(62 1913708.5),(63 1972570.5),(64 2027259.9),(65 2063308.6),(66 2078411.6),(67 2076295.4),(68 2064379.6),(69 2048374),(70 2038391.4),(71 2028140.8),(72 2019827.9),(73 2012815.4),(74 2009000),(75 2013901.8),(76 2030055.8),(77 2065120),(78 2112908.8),(79 2163018.5),
(1 44448.04),(2 160443.94),(3 320569.2),(4 498093.16),(5 675418.7),(6 845519.7),(7 1009280.25),(8 1163706),(9 1297235.9),(10 1403102.3),(11 1486904),(12 1544235),(13 1577325.9),(14 1592027.5),(15 1590294.9),(16 1572018.1),(17 1544384.1),(18 1514868.9),(19 1497366.3),(20 1497325.8),(21 1519050.4),(22 1554733.6),(23 1590551.6),(24 1621349.1),(25 1641951.5),(26 1653033.4),(27 1664737.4),(28 1686520.3),(29 1721186),(30 1766883.8),(31 1819803.5),(32 1869220.3),(33 1907356.3),(34 1922860),(35 1913298.5),(36 1881119.8),(37 1836038.1),(38 1783252.1),(39 1732421.5),(40 1694335.5),(41 1668167.8),(42 1657121),(43 1664076.4),(44 1687418.6),(45 1725274.9),(46 1771509.8),(47 1828060.1),(48 1882378.5),(49 1923444.5),(50 1945471.5),(51 1948303.1),(52 1937685.8),(53 1922050.6),(54 1913914.3),(55 1924758.9),(56 1953916),(57 2000416),(58 2061870.9),(59 2125863),(60 2184773.5),(61 2230185),(62 2255612.3),(63 2261925),(64 2253183.3),(65 2232639),(66 2209186.5),(67 2185749),(68 2166555),(69 2156998.8),(70 2160268),(71 2173378.8),(72 2187632),(73 2186775),(74 2156825),(75 2100740),(76 2026101.1),(77 1952159.8),(78 1891800.9),(79 1853151.5),
(1 48331.906),(2 174734.72),(3 347205.38),(4 534921.94),(5 714356.44),(6 877847.06),(7 1022811),(8 1146511.4),(9 1249845.6),(10 1331259.8),(11 1394465.9),(12 1441959.1),(13 1472299.1),(14 1475966.3),(15 1453612.3),(16 1409687),(17 1354696.5),(18 1302867.5),(19 1268091.4),(20 1252840.9),(21 1256783.3),(22 1273463.8),(23 1300203.1),(24 1322319.6),(25 1338961.9),(26 1346833.9),(27 1348980.8),(28 1354544),(29 1363306.8),(30 1374557),(31 1389581.3),(32 1400238.8),(33 1400235),(34 1386077.4),(35 1360901.6),(36 1329582.1),(37 1308662.4),(38 1308891.6),(39 1334903.5),(40 1385084.6),(41 1445240),(42 1494704.9),(43 1523096.9),(44 1524058.8),(45 1508466.4),(46 1492614.9),(47 1496235.1),(48 1525674),(49 1570465.9),(50 1616461),(51 1655249.1),(52 1679628.6),(53 1692352.5),(54 1706508.3),(55 1726929.3),(56 1751323.1),(57 1774756.9),(58 1787786.4),(59 1789080),(60 1777866.8),(61 1762847.9),(62 1754664.4),(63 1763066.3),(64 1793680.8),(65 1842300.6),(66 1896974.5),(67 1940304.5),(68 1957997.4),(69 1949822.9),(70 1923814),(71 1882868.5),(72 1833433.9),(73 1776099),(74 1714659.8),(75 1656765.3),(76 1613304.1),(77 1593549),(78 1598096),(79 1618777.6),
(1 53887.293),(2 191763.89),(3 371024.47),(4 552023.7),(5 710164.06),(6 840399),(7 952077.5),(8 1052316),(9 1152843.3),(10 1249825.3),(11 1334465.4),(12 1398541.9),(13 1436374.9),(14 1441659.1),(15 1425936.8),(16 1400269.9),(17 1379058),(18 1369810.5),(19 1372043.3),(20 1378640.1),(21 1382385.4),(22 1375092.8),(23 1366468.5),(24 1354764.1),(25 1345920.8),(26 1347512.4),(27 1361927.5),(28 1382725.1),(29 1407333.4),(30 1430261.5),(31 1451759.6),(32 1468243.3),(33 1476336.9),(34 1469733.8),(35 1454202.4),(36 1434066.5),(37 1413011),(38 1400752),(39 1402896),(40 1430482.9),(41 1475884.1),(42 1524134.9),(43 1562224.8),(44 1572379),(45 1562136.8),(46 1539459.3),(47 1520130.6),(48 1512930.9),(49 1520723.3),(50 1537683.3),(51 1559617.3),(52 1585562),(53 1623145.6),(54 1660793.1),(55 1695849.1),(56 1725185.3),(57 1738189.1),(58 1729073.1),(59 1699575.5),(60 1658255.6),(61 1623084.6),(62 1615893.8),(63 1655950.8),(64 1736127.6),(65 1838380.5),(66 1938606.8),(67 2008770),(68 2035399.1),(69 2018729.6),(70 1971281.8),(71 1902641.3),(72 1818191.6),(73 1729416.5),(74 1639609.1),(75 1567982.3),(76 1526897.6),(77 1523257.6),(78 1554730.6),(79 1602780.8),
(1 56531.965),(2 201368.11),(3 392443.06),(4 587108.8),(5 755299.44),(6 890213.3),(7 998268.6),(8 1089652.8),(9 1170228.5),(10 1231679.8),(11 1259047.6),(12 1252652.3),(13 1221547.9),(14 1179116.3),(15 1146229.1),(16 1132598.1),(17 1143250.4),(18 1174869.5),(19 1213866.3),(20 1252504.4),(21 1279060.8),(22 1292845),(23 1300195.4),(24 1298442.8),(25 1291887.3),(26 1286170),(27 1281383.3),(28 1271213.1),(29 1252722.8),(30 1224766.3),(31 1191324.6),(32 1158218.6),(33 1135587.3),(34 1129687.6),(35 1142342.4),(36 1169299),(37 1201532.5),(38 1228755.8),(39 1243338.3),(40 1248907.9),(41 1248471.9),(42 1245621.4),(43 1244159.3),(44 1240218.9),(45 1236350),(46 1231627.5),(47 1230768),(48 1238027.9),(49 1256554.4),(50 1292477.3),(51 1344369.6),(52 1398742.3),(53 1445986),(54 1475698.9),(55 1482690.9),(56 1467766.6),(57 1441491.8),(58 1414929),(59 1402279),(60 1410674.6),(61 1445994.5),(62 1506844.5),(63 1587406),(64 1677017.4),(65 1764277.4),(66 1829779),(67 1860799.3),(68 1850513.4),(69 1805370),(70 1743702.8),(71 1677110),(72 1618508.8),(73 1574739.3),(74 1538272.8),(75 1510106.3),(76 1488340.1),(77 1482071.1),(78 1495175.1),(79 1517538.5),
(1 61568.76),(2 218753.83),(3 420570.25),(4 621430.2),(5 790410.25),(6 925238.3),(7 1028363.44),(8 1115071.6),(9 1189081.8),(10 1247082.9),(11 1283170.5),(12 1292382.8),(13 1280789.8),(14 1262947.6),(15 1250192.6),(16 1245644.6),(17 1245911.9),(18 1245596.1),(19 1241556.6),(20 1235625.4),(21 1224888.4),(22 1211780.5),(23 1201928.6),(24 1200715.1),(25 1217463.6),(26 1250403.9),(27 1287527.6),(28 1314963.4),(29 1321338.6),(30 1299268),(31 1257600.1),(32 1205818),(33 1164427.1),(34 1144698.6),(35 1153810.6),(36 1185302.3),(37 1226958.6),(38 1268013.9),(39 1305606.4),(40 1337464),(41 1362839.8),(42 1378891.3),(43 1390952.5),(44 1396031.6),(45 1393937.4),(46 1388134.3),(47 1382238.5),(48 1382249.4),(49 1395201),(50 1421025.5),(51 1453712.9),(52 1481891.6),(53 1497012),(54 1489267.1),(55 1457904.3),(56 1417702),(57 1386732.8),(58 1387492.4),(59 1426441.1),(60 1493695.9),(61 1573465.8),(62 1644629),(63 1690706.3),(64 1701103.8),(65 1684291.3),(66 1649841.1),(67 1609702.5),(68 1564036.3),(69 1517139),(70 1479146.3),(71 1460721.1),(72 1467289),(73 1494343.4),(74 1529938.3),(75 1559146.9),(76 1570994.5),(77 1561185.5),(78 1531446.6),(79 1493767.9),
